id,context,question,answer_text,start_position
,"레소토사우루스는 남아프리카 공화국과 레소토가 기원이 되는 잡식성 조반목 공룡의 속이다. 이름의 의미는 레소토의 도마뱀이다. 크기는 1m이며, 가장 오래된 초식 공룡의 하나로, 나뭇잎을 주로 먹었으며 작은 곤충 등도 먹었다. 이빨은 작지만 초식 공룡답지 않게 날카롭고 뾰족한데, 질긴 나뭇잎을 쉽게 잘라 먹기 위해서였다. 앞다리가 매우 짧은데 비해 뒷다리는 길고 튼튼해 육식 공룡이 나타나면 이 뒷다리를 이용해 재빠르게 도망쳤다.",레소토사우루스의 크기는?,1m,73
,"레소토사우루스는 남아프리카 공화국과 레소토가 기원이 되는 잡식성 조반목 공룡의 속이다. 이름의 의미는 레소토의 도마뱀이다. 크기는 1m이며, 가장 오래된 초식 공룡의 하나로, 나뭇잎을 주로 먹었으며 작은 곤충 등도 먹었다. 이빨은 작지만 초식 공룡답지 않게 날카롭고 뾰족한데, 질긴 나뭇잎을 쉽게 잘라 먹기 위해서였다. 앞다리가 매우 짧은데 비해 뒷다리는 길고 튼튼해 육식 공룡이 나타나면 이 뒷다리를 이용해 재빠르게 도망쳤다.",레소토사우루스의 이름의 의미는?,레소토의 도마뱀,57
,"루곱스의 크기는 6-9m, 무게 1-2톤으로 루곱스 화석은 머리뼈만 발견되었다. 다른 아벨리사우루스 무리처럼 루곱스의 앞다리도 매우 짧았다. 머리뼈에는 2줄로 구멍이 14개 뚫려 있는데, 정확한 용도는 아직 밝혀지지 않았고 약한 뿔이나 볏이 있던 자리라고 추측된다. 머리뼈는 각질로 덮였고, 혈관의 흔적도 있다. 이런 상태를 보면 머리뼈가 강하지 않아 싸움 용도로는 부적합하기 때문에, 사냥하기보다는 죽은 동물을 먹는 청소부였을 것으로 추정된다.",루곱스의 크기는?,6-9m,9
,"루곱스의 크기는 6-9m, 무게 1-2톤으로 루곱스 화석은 머리뼈만 발견되었다. 다른 아벨리사우루스 무리처럼 루곱스의 앞다리도 매우 짧았다. 머리뼈에는 2줄로 구멍이 14개 뚫려 있는데, 정확한 용도는 아직 밝혀지지 않았고 약한 뿔이나 볏이 있던 자리라고 추측된다. 머리뼈는 각질로 덮였고, 혈관의 흔적도 있다. 이런 상태를 보면 머리뼈가 강하지 않아 싸움 용도로는 부적합하기 때문에, 사냥하기보다는 죽은 동물을 먹는 청소부였을 것으로 추정된다.",루곱스의 무게는?,1-2톤,18
,"루펜고사우루스는 중생대 쥐라기 전기에 서식한 초식공룡으로, 원시용각류의 일종이다. 전체 몸 길이는 약 4-7m정도로 추정된다. 유럽에서 발견된 브라키오사우루스 공룡과 흡사하다. 지금까지 발견된 화석은 모두 30여 개이며 무리 지어 살았을 것으로 예상되며 성질은 온순하고, 듬성듬성 난 이빨로 나뭇잎을 먹었다. 발바닥이 넓적한데 발가락에는 날카롭고 큰 발톱이 달려 있어 이 발톱으로 육식 공룡의 공격을 막아 냈다. 주로 네 발로 걸었으며 가끔 두 발로 설 때는 긴 꼬리로 몸의 균형을 잡았다.",루펜고사우루스의 생존시기는?,쥐라기 전기,13
,"루펜고사우루스는 중생대 쥐라기 전기에 서식한 초식공룡으로, 원시용각류의 일종이다. 전체 몸 길이는 약 4-7m정도로 추정된다. 유럽에서 발견된 브라키오사우루스 공룡과 흡사하다. 지금까지 발견된 화석은 모두 30여 개이며 무리 지어 살았을 것으로 예상되며 성질은 온순하고, 듬성듬성 난 이빨로 나뭇잎을 먹었다. 발바닥이 넓적한데 발가락에는 날카롭고 큰 발톱이 달려 있어 이 발톱으로 육식 공룡의 공격을 막아 냈다. 주로 네 발로 걸었으며 가끔 두 발로 설 때는 긴 꼬리로 몸의 균형을 잡았다.",루펜고사우루스의 크기는?,4-7m,57
,"리아오케라톱스는 각룡류 공룡이며 원시적인 케라톱스과와 근연관계인 것으로 보인다. 크기는 1-1.5m, 무게는 3-9kg이다. 눈 아래 작은 뿔이 있고, 주둥이에는 앵무새 부리가 있다. 머리 뒤에 작은 프릴이 있지만, 약해서 방어용은 아니었을 것이다. 아마도 짝짓기 구애용이나 과시용, 포식 동물에 대한 위협용 등으로 사용했을 테고, 머리뼈 구조로 봤을 때 턱 근육을 강화하는 용도였을 가능성이 있다. 주로 네 다리로 기었지만 가끔 뒷다리만으로 걷기도 했다.",리아오케라톱스와 근연관계인 공룡은?,케라톱스과,23
,"리아오케라톱스는 각룡류 공룡이며 원시적인 케라톱스과와 근연관계인 것으로 보인다. 크기는 1-1.5m, 무게는 3-9kg이다. 눈 아래 작은 뿔이 있고, 주둥이에는 앵무새 부리가 있다. 머리 뒤에 작은 프릴이 있지만, 약해서 방어용은 아니었을 것이다. 아마도 짝짓기 구애용이나 과시용, 포식 동물에 대한 위협용 등으로 사용했을 테고, 머리뼈 구조로 봤을 때 턱 근육을 강화하는 용도였을 가능성이 있다. 주로 네 다리로 기었지만 가끔 뒷다리만으로 걷기도 했다.",리아오케라톱스의 크기는?,1.5m,51
,"리아오케라톱스는 각룡류 공룡이며 원시적인 케라톱스과와 근연관계인 것으로 보인다. 크기는 1-1.5m, 무게는 3-9kg이다. 눈 아래 작은 뿔이 있고, 주둥이에는 앵무새 부리가 있다. 머리 뒤에 작은 프릴이 있지만, 약해서 방어용은 아니었을 것이다. 아마도 짝짓기 구애용이나 과시용, 포식 동물에 대한 위협용 등으로 사용했을 테고, 머리뼈 구조로 봤을 때 턱 근육을 강화하는 용도였을 가능성이 있다. 주로 네 다리로 기었지만 가끔 뒷다리만으로 걷기도 했다.",리아오케라톱스의 무게는?,3-9kg,61
,"리오자사우루스는 중생대 트라이아스기 후기 오늘날 남아메리카대륙에 서식한 4족보행의 초식공룡이다. 화석은 아르헨티나의 라리오하 지방에서 발견되었다. 최대의 원시용각류로 알려져 있다. 몸집이 크고 무겁지만 척추는 속이 비여 있어서 가볍다. 머리가 작고 목이 길며, 긴 꼬리를 가졌다. 전체 몸 길이는 약11m, 체중은 4.5톤가량되었을 것으로 추정된다.",리오자사우루스는 어디에 서식하였는가?,남아메리카대륙,27
,"리오자사우루스는 중생대 트라이아스기 후기 오늘날 남아메리카대륙에 서식한 4족보행의 초식공룡이다. 화석은 아르헨티나의 라리오하 지방에서 발견되었다. 최대의 원시용각류로 알려져 있다. 몸집이 크고 무겁지만 척추는 속이 비여 있어서 가볍다. 머리가 작고 목이 길며, 긴 꼬리를 가졌다. 전체 몸 길이는 약11m, 체중은 4.5톤가량되었을 것으로 추정된다.",리오자사우루스의 크기는?,11m,167
,"리오자사우루스는 중생대 트라이아스기 후기 오늘날 남아메리카대륙에 서식한 4족보행의 초식공룡이다. 화석은 아르헨티나의 라리오하 지방에서 발견되었다. 최대의 원시용각류로 알려져 있다. 몸집이 크고 무겁지만 척추는 속이 비여 있어서 가볍다. 머리가 작고 목이 길며, 긴 꼬리를 가졌다. 전체 몸 길이는 약11m, 체중은 4.5톤가량되었을 것으로 추정된다.",리오자사우루스의 무게는?,4.5톤,176
,"마멘키사우루스는 중생대 쥐라기 후기, 오늘날 아시아 대륙에 서식한 4족보행의 대형 초식공룡이다. 화석은 중국 사천성 부근에서 발견되었다. 전체 몸 길이는 약 21-25m, 체중은 20-50t 가량으로 추정되고있다. 15m이상이나 되는 긴 목은 19개의 긴 뼈로 이루어져 있다. 꼬리에 작은 뼈뭉치가 있어 육식공룡으로부터 방어하는 데 쓰였다. 이 뼈에 어깨뼈가 부러진 신랍토르 화석이 발견된 적 있다. 어린 새끼는 포식자의 공격을 자주 받았으나, 성체는 너무 커 천적이 없었다.",마멘키사우루스의 생존시기는?,쥐라기 후기,13
,"마멘키사우루스는 중생대 쥐라기 후기, 오늘날 아시아 대륙에 서식한 4족보행의 대형 초식공룡이다. 화석은 중국 사천성 부근에서 발견되었다. 전체 몸 길이는 약 21-25m, 체중은 20-50t 가량으로 추정되고있다. 15m이상이나 되는 긴 목은 19개의 긴 뼈로 이루어져 있다. 꼬리에 작은 뼈뭉치가 있어 육식공룡으로부터 방어하는 데 쓰였다. 이 뼈에 어깨뼈가 부러진 신랍토르 화석이 발견된 적 있다. 어린 새끼는 포식자의 공격을 자주 받았으나, 성체는 너무 커 천적이 없었다.",마멘키사우루스의 천적은?,없었다,262
,"프레온닥틸루스는 트라이아스기 후기에 서식한 익룡의 일종이다. 오늘날 유럽 대륙에서 주로 서식하였다. 화석은 이탈리아에서 발견되었고, 전체 몸 길이는 약 1.5m정도, 날개를 폈을 때의 총 길이는 약 45 cm 정도이다. 현재까지 알려진 익룡 중, 가장 작고 원시적인 종이다. 턱에는 단순한 원뿔형의 작은 이빨이 듬성듬성 나 있고, 물고기나 곤충을 잡아먹었을 것으로 보인다.",프레온닥틸루스의 크기는?,1.5m,85
,"프레온닥틸루스는 트라이아스기 후기에 서식한 익룡의 일종이다. 오늘날 유럽 대륙에서 주로 서식하였다. 화석은 이탈리아에서 발견되었고, 전체 몸 길이는 약 1.5m정도, 날개를 폈을 때의 총 길이는 약 45 cm 정도이다. 현재까지 알려진 익룡 중, 가장 작고 원시적인 종이다. 턱에는 단순한 원뿔형의 작은 이빨이 듬성듬성 나 있고, 물고기나 곤충을 잡아먹었을 것으로 보인다.",프레온닥틸루스의 발견 위치는?,유럽 대륙,38
,"프레온닥틸루스는 트라이아스기 후기에 서식한 익룡의 일종이다. 오늘날 유럽 대륙에서 주로 서식하였다. 화석은 이탈리아에서 발견되었고, 전체 몸 길이는 약 1.5m정도, 날개를 폈을 때의 총 길이는 약 45 cm 정도이다. 현재까지 알려진 익룡 중, 가장 작고 원시적인 종이다. 턱에는 단순한 원뿔형의 작은 이빨이 듬성듬성 나 있고, 물고기나 곤충을 잡아먹었을 것으로 보인다.",프레온닥틸루스의 턱에는 어떤 모양의 작은 이빨이 나 있는가?,원뿔형,162
,"프로가노케리스는 중생대 트라이아스기 후기 약 2억 1,000만년 전에 서식한 거북의 일종이다. 화석은 독일과 태국에서 발견되었다. 몸 전체 길이는 약 60cm정도로 거북으로서 대형이다. 높이가 거의 없는 평평한 등딱지를 가지고 있다. 경추는 8개로 오늘날의 거북과 동일하다.",프로가노케리스의 생존시기는?,트라이아스기 후기,13
,"프로가노케리스는 중생대 트라이아스기 후기 약 2억 1,000만년 전에 서식한 거북의 일종이다. 화석은 독일과 태국에서 발견되었다. 몸 전체 길이는 약 60cm정도로 거북으로서 대형이다. 높이가 거의 없는 평평한 등딱지를 가지고 있다. 경추는 8개로 오늘날의 거북과 동일하다.",프로가노케리스의 화석은 어디에서 발견되었는가?,독일과 태국,57
,"프로가노케리스는 중생대 트라이아스기 후기 약 2억 1,000만년 전에 서식한 거북의 일종이다. 화석은 독일과 태국에서 발견되었다. 몸 전체 길이는 약 60cm정도로 거북으로서 대형이다. 높이가 거의 없는 평평한 등딱지를 가지고 있다. 경추는 8개로 오늘날의 거북과 동일하다.",프로가노케리스의 크기는?,60cm,84
,프로토아비스는 처음에는 공룡인지 새인지 알기 어려웠다. 연구 결과 새의 특징을 많이 갖고 있는 것으로 밝혀졌다. 그러나 이것이 시조새보다 오래된 진짜 원시 조류인지 공룡인지 결론이 나지 않았다. 왜냐하면 보존된 화석이 완전하지 않았기 때문이다. 프로토아비스는 뼛속이 비어 있고 이빨이 없는 점 등이 지금의 새와 비슷하다. 아직까지 학술적 자료에 뒷받침될 만한 화석이 발견되지 않아 계속 연구 중에 있다. 크기는 35cm이다.,프로토아비스의 크기는? ,35cm,230
,프로토케라톱스는 백악기 후기에 현재의 몽골에 살던 양 정도의 몸길이 1.5-3m의 초식성 각룡류 공룡의 한 속이다. 초기 각룡류 그룹인 프로토케라톱스과에 속하지만 후대의 각룡들과는 달리 잘 발달된 뿔이 없고 훨씬 작은 몸집 등의 원시적인 특징을 가지고 있다. 목 주위에 큰 프릴을 가지고 있는데 아마 같은 종의 다른 개체들의 눈길을 끌기 위한 과시용으로 사용되었을 것이다. 몸무게는 40-180kg이다.,프로토케라톱스의 생존시기는?,백악기 후기,9
,프로토케라톱스는 백악기 후기에 현재의 몽골에 살던 양 정도의 몸길이 1.5-3m의 초식성 각룡류 공룡의 한 속이다. 초기 각룡류 그룹인 프로토케라톱스과에 속하지만 후대의 각룡들과는 달리 잘 발달된 뿔이 없고 훨씬 작은 몸집 등의 원시적인 특징을 가지고 있다. 목 주위에 큰 프릴을 가지고 있는데 아마 같은 종의 다른 개체들의 눈길을 끌기 위한 과시용으로 사용되었을 것이다. 몸무게는 40-180kg이다.,프로토케라톱스의 크기는?,1.5-3m,38
,프로토케라톱스는 백악기 후기에 현재의 몽골에 살던 양 정도의 몸길이 1.5-3m의 초식성 각룡류 공룡의 한 속이다. 초기 각룡류 그룹인 프로토케라톱스과에 속하지만 후대의 각룡들과는 달리 잘 발달된 뿔이 없고 훨씬 작은 몸집 등의 원시적인 특징을 가지고 있다. 목 주위에 큰 프릴을 가지고 있는데 아마 같은 종의 다른 개체들의 눈길을 끌기 위한 과시용으로 사용되었을 것이다. 몸무게는 40-180kg이다.,프로토케라톱스의 무게는?,40-180kg,214
,"오르도메우스는 산으로 뛰어 다니는 자란 뜻으로, 튼튼한 뒷다리는 앞다리보다 길고 발가락에는 뾰족한 발톱이 있다. 몸의 생김새로 보아 뒷다리로 빠르게 달렸고, 긴 꼬리는 달릴 때 몸의 균형을 잡아 주었을 것이다. 미국 몬태나 주에서 마이아시우라와 함께 발견되었으며, 오로드로메우스의 둥지로 생각되었던 것은 나중에 육식 공룡인 트루돈의 둥지로 확인된 적도 있다. 작은 초식 공룡으로 주로 무리를 지어 생활했으며 나뭇잎과 구과류 등을 먹었다. 크기는 2-3m이고 초식성이다. 주로 북아메리카에서 발견되었으며 백악기 후기에 생존하였다.",오르도메우스의 크기는?,2-3m,249
